address,city,density(sq mi),income(USD),price(USD),age,bds,ba,sqft,state,url,city_wiki,text
4703 Archduke Rd,Glen Allen,1700,55205,269000,40,3,3,1632,VA,https://www.zillow.com/homedetails/4703-Archduke-Rd-Glen-Allen-VA-23060/12301093_zpid/,"https://en.wikipedia.org/wiki/Glen_Allen,_VA","The median income for a household in the CDP was $55,205, and the median income for a family was $63,670. Males had a median income of $42,279 versus $31,073 for females. The per capita income for the CDP was $25,719. About 1.0% of families and 2.5% of the population were below the poverty line, including 2.8% of those under age 18 and 1.6% of those age 65 or over."
1357 Harris Rd,VIRGINIA BEACH,702,48705,7200000,21,6,10,15045,VA,https://www.zillow.com/homedetails/1357-Harris-Rd-Virginia-Beach-VA-23452/60706392_zpid/,"https://en.wikipedia.org/wiki/Virginia_Beach,_VA","The median income for a household in the city was $48,705, and the median income for a family was $53,242. Virginia Beach had the 5th highest median family income among large cities in 2003.[41] The per capita income for the city was $22,365. About 5.1% of families and 8.2%[42][5] of the population were below the poverty line, including 8.6% of those under age 18 and 4.7% of those age 65 or over."
4219 Hilltop Rd,ROCKINGHAM,N/A,N/A,193000,41,3,2,1420,VA,https://www.zillow.com/homedetails/4219-Hilltop-Rd-Rockingham-VA-22801/108051335_zpid/,"https://en.wikipedia.org/wiki/Rockingham,_VA",N/A
229 N Henry St,Alexandria,4114,80806,529900,189,3,2,1208,VA,https://www.zillow.com/homedetails/229-N-Henry-St-Alexandria-VA-22314/192120889_zpid/,"https://en.wikipedia.org/wiki/Alexandria,_VA","According to a 2007 estimate, the median household income was $80,806 and the median family income was $102,435.[52] Males had a median income of $47,514 versus $41,254 for females. The per capita income for the city was $37,645. 8.9% of the population and 6.8% of families were below the poverty line. 13.9% of those under the age of 18 and 9.0% of those 65 and older were living below the poverty line."
1107 Somerville Grove Ter,MIDLOTHIAN,,80381,244000,28,3,3,1640,VA,https://www.zillow.com/homedetails/1107-Somerville-Grove-Ter-Midlothian-VA-23114/12140862_zpid/,"https://en.wikipedia.org/wiki/Midlothian,_VA","As of the 2010 census, the community had a total population of 58,880.[3] Midlothian's demographics are much like Virginia's. Its inhabitants are predominantly European American. The next biggest group is African Americans, followed by people of Hispanic and Asian descent. The median household income per year in 2005 was $80,381."
13418 Winning Colors Ln,Midlothian,,80381,235000,26,3,3,1740,VA,https://www.zillow.com/homedetails/13418-Winning-Colors-Ln-Midlothian-VA-23112/12137279_zpid/,"https://en.wikipedia.org/wiki/Midlothian,_VA","As of the 2010 census, the community had a total population of 58,880.[3] Midlothian's demographics are much like Virginia's. Its inhabitants are predominantly European American. The next biggest group is African Americans, followed by people of Hispanic and Asian descent. The median household income per year in 2005 was $80,381."
4601 Forest Hill Ave,Richmond,1458.53,,485000,90,4,3,2378,VA,https://www.zillow.com/homedetails/4601-Forest-Hill-Ave-Richmond-VA-23225/12541334_zpid/,"https://en.wikipedia.org/wiki/Richmond,_VA","Farther west is the affluent, suburban West End. Windsor Farms is among its best-known sections. The West End also includes middle to lower income neighborhoods, such as Laurel, Farmington and the areas surrounding the Regency Mall. More affluent areas include Glen Allen, Short Pump, and the areas of Tuckahoe away from Regency Mall, which can all be found north and northwest of the city. The University of Richmond and the Country Club of Virginia can be found here as well, which are located just inside the City Limits.[39]"
517 N Armistead St APT 301,Alexandria,4114,80806,259900,52,3,2,1168,VA,https://www.zillow.com/homedetails/517-N-Armistead-St-APT-301-Alexandria-VA-22312/192146519_zpid/,"https://en.wikipedia.org/wiki/Alexandria,_VA","According to a 2007 estimate, the median household income was $80,806 and the median family income was $102,435.[52] Males had a median income of $47,514 versus $41,254 for females. The per capita income for the city was $37,645. 8.9% of the population and 6.8% of families were below the poverty line. 13.9% of those under the age of 18 and 9.0% of those 65 and older were living below the poverty line."
6 Little Rocky Run Ln,STAFFORD,1000,,424995,29,6,4,4378,VA,https://www.zillow.com/homedetails/6-Little-Rocky-Run-Ln-Stafford-VA-22554/12635052_zpid/,"https://en.wikipedia.org/wiki/Stafford,_VA",
43296 Amanda Kay Ct,Ashburn,2500,100719,649500,18,4,4,3714,VA,https://www.zillow.com/homedetails/43296-Amanda-Kay-Ct-Ashburn-VA-20147/53448044_zpid/,"https://en.wikipedia.org/wiki/Ashburn,_VA","Many of its residents commute into Washington, D.C. and the surrounding suburbs such as Tysons Corner and Reston to their places of employment.[14] The median household income as of 2009 was $100,719.[15] Median age in Ashburn is 31.6.[15] Ashburn's population is made up of 49% males and 51% females.[15] The racial makeup of the CDP is White (71%), Asian/Pacific Islander (14%), African American (8%), Hispanic (7%), and Other race (7%).[15] The total number of households accounted for in Ashburn was 22,555.[15] The median household size is 2.9 persons.[15] 98% percent of Ashburn residents have a high school degree.[15] Some 42 percent of Ashburn's population holds a four-year bachelor's degree;[15] 18 percent holds graduate degrees.[15]"
359 Minard Rd,Putney,98.3,40346,141500,33,3,2,2280,VT,https://www.zillow.com/homedetails/359-Minard-Rd-Putney-VT-05346/75477445_zpid/,"https://en.wikipedia.org/wiki/Putney,_VT","The median income for a household in the town was $40,346, and the median income for a family was $50,170. Males had a median income of $29,922 versus $25,217 for females. The per capita income for the town was $18,576.  About 6.2% of families and 8.4% of the population were below the poverty line, including 8.5% of those under age 18 and 5.4% of those age 65 or over."
408 Scrabble Hl,Waterbury,100,44940,217000,13,2,2,2425,VT,https://www.zillow.com/homedetails/408-Scrabble-Hl-Waterbury-VT-05676/75472904_zpid/,"https://en.wikipedia.org/wiki/Waterbury,_VT","The median income for a household in the town was $44,940, and the median income for a family was $60,547. Males had a median income of $35,566 versus $25,838 for females. The per capita income for the town was $25,858.  About 3.3% of families and 6.1% of the population were below the poverty line, including 7.0% of those under age 18 and 4.9% of those age 65 or over."
506 N Hill Rd # 3A,Stowe,59.7,52378,10950000,28,11,15,9866,VT,https://www.zillow.com/homedetails/506-N-Hill-Rd-3A-Stowe-VT-05672/2087577682_zpid/,"https://en.wikipedia.org/wiki/Stowe,_VT","The median income for a household in the town was $52,378, and the median income for a family was $64,700. Males had a median income of $37,788 versus $31,689 for females. The per capita income for the town was $35,474.  About 3.7% of families and 6.8% of the population were below the poverty line, including 6.8% of those under age 18 and 5.3% of those age 65 or over.[2] The median house value was $412,183 in 2012.[8]"
61 Perry St,BARRE,N/A,,70000,101,4,4,3512,VT,https://www.zillow.com/homedetails/61-Perry-St-Barre-VT-05641/75462160_zpid/,"https://en.wikipedia.org/wiki/Barre,_VT",
1700 SW Austin St,SEATTLE,8398,,569000,28,3,3,1980,WA,https://www.zillow.com/homedetails/1700-SW-Austin-St-Seattle-WA-98106/49060422_zpid/,"https://en.wikipedia.org/wiki/Seattle,_WA","Another boom began as the city emerged from the Great Recession which commenced when Amazon.com moved its headquarters from North Beacon Hill to South Lake Union. This initiated a historic construction boom which resulted in the completion of almost 10,000 apartments in Seattle in 2017, which is more than any previous year and nearly twice as many as were built in 2016.[71][72] Beginning in 2010, and for the next five years, Seattle gained an average of 14,511 residents per year, with the growth strongly skewed toward the center of the city,[73] as unemployment dropped from roughly 9 percent to 3.6 percent.[74] The city has found itself ""bursting at the seams"", with over 45,000 households spending more than half their income on housing and at least 2,800 people homeless, and with the country's sixth-worst rush hour traffic.[74]"
7506 47th Ave NW,TULALIP,N/A,,48900,65,3,2,1123,WA,https://www.zillow.com/homedetails/7506-47th-Ave-NW-Tulalip-WA-98271/38475565_zpid/,"https://en.wikipedia.org/wiki/Tulalip,_WA","The tribe has developed Quil Ceda Village as a municipality within the reservation. It also developed a business park to provide jobs and tax income for the tribe, and to diversify its economy. Situated alongside Interstate 5, the business park includes the tribe's first gaming casino, Quil Ceda Creek Casino; the second, the $72 million Tulalip Resort Casino, and a $130 million associated 12-story luxury hotel.[7]"
2310 Perkins Ln W,Seattle,8398,,500000,0,3,3,3220,WA,https://www.zillow.com/homedetails/2310-Perkins-Ln-W-Seattle-WA-98199/2103112291_zpid/,"https://en.wikipedia.org/wiki/Seattle,_WA","Another boom began as the city emerged from the Great Recession which commenced when Amazon.com moved its headquarters from North Beacon Hill to South Lake Union. This initiated a historic construction boom which resulted in the completion of almost 10,000 apartments in Seattle in 2017, which is more than any previous year and nearly twice as many as were built in 2016.[71][72] Beginning in 2010, and for the next five years, Seattle gained an average of 14,511 residents per year, with the growth strongly skewed toward the center of the city,[73] as unemployment dropped from roughly 9 percent to 3.6 percent.[74] The city has found itself ""bursting at the seams"", with over 45,000 households spending more than half their income on housing and at least 2,800 people homeless, and with the country's sixth-worst rush hour traffic.[74]"
3105 N Park Rd,SPOKANE VALLEY,2376.4,,135000,110,3,1,1384,WA,https://www.zillow.com/homedetails/3105-N-Park-Rd-Spokane-Valley-WA-99212/23519246_zpid/,"https://en.wikipedia.org/wiki/Spokane_Valley,_WA",
(undisclosed Address),Hunts Point,1358.6,179898,45000000,16,3,5,9420,WA,https://www.zillow.com/homedetails/(undisclosed-Address)-Hunts-Point-WA-98004/2087938187_zpid/,"https://en.wikipedia.org/wiki/Hunts_Point,_WA","The median income for a household in the town was $179,898, and the median income for a family was $200,000. Males had a median income of $100,000 versus $40,417 for females. The per capita income for the town was $113,816. None of the families and 1.1% of the population were living below the poverty line, including no under eighteens and 2.6% of those over 64."
2494 NW Selmer Ln,Poulsbo,1970,38875,269000,34,3,2,1296,WA,https://www.zillow.com/homedetails/2494-NW-Selmer-Ln-Poulsbo-WA-98370/89825499_zpid/,"https://en.wikipedia.org/wiki/Poulsbo,_WA","The median income for a household in the city was $38,875 and the median income for a family was $51,353. Males had a median income of $40,482 versus $27,899 for females. The per capita income for the city was $20,649. 9.1% of the population and 8.2% of families were below the poverty line. Out of the total population, 14.1% of those under the age of 18 and 6.0% of those 65 and older were living below the poverty line.  A large number of employed individuals work on the east side of Puget Sound, in Seattle or other King County cities, and commute to work by ferry."
1004 Roberson Rd,SEQUIM,1046.9,27880,575000,35,3,3,2793,WA,https://www.zillow.com/homedetails/1004-Roberson-Rd-Sequim-WA-98382/114634097_zpid/,"https://en.wikipedia.org/wiki/Sequim,_WA","The median income for a household in the city was $27,880, and the median income for a family was $35,652. Males had a median income of $35,160 versus $20,347 for females. The per capita income for the city was $19,253. About 9.8% of families and 13.9% of the population were below the poverty line, including 19.9% of those under age 18 and 10.7% of those age 65 or over."
6213 61st Loop SE,Lacey,2639.7,46848,275000,24,3,3,1729,WA,https://www.zillow.com/homedetails/6213-61st-Loop-SE-Lacey-WA-98513/49395656_zpid/,"https://en.wikipedia.org/wiki/Lacey,_WA","As of 2000 the median income for a household in the city was $46,848, and the median income for a family was $54,923. Males had a median income of $41,053 versus $32,497 for females. The per capita income for the city was $20,224. About 7.1% of families and 8.8% of the population were below the poverty line, including 10.5% of those under age 18 and 5.5% of those age 65 or over."
18884 SE 42nd St,ISSAQUAH,2674.3,87074,12988000,11,6,7,10800,WA,https://www.zillow.com/homedetails/18884-SE-42nd-St-Issaquah-WA-98027/48761686_zpid/,"https://en.wikipedia.org/wiki/Issaquah,_WA","According to a 2012 estimate, the median income for a household in the city was $87,074, and the median income for a family was $115,814. The per capita income for the city was $47,949."
213 Carolina St,BELLINGHAM,1153.2,382763,325000,94,4,1,1279,WA,https://www.zillow.com/homedetails/213-Carolina-St-Bellingham-WA-98225/23631627_zpid/,"https://en.wikipedia.org/wiki/Bellingham,_WA","In the first quarter of 2017, Bellingham's median home sale was $382,763, compared to the Whatcom County median of $322,779.[26] Strong job and income growth, along with low inventory of homes for sale, have contributed to a median monthly rental payment in February 2017 of $1,526.[27]"
733 Holcomb Rd,KELSO,1465,29722,260000,52,3,3,2838,WA,https://www.zillow.com/homedetails/733-Holcomb-Rd-Kelso-WA-98626/67029843_zpid/,"https://en.wikipedia.org/wiki/Kelso,_WA","The median income for a household in the city was $29,722, and the median income for a family was $36,784. Males had a median income of $36,271 versus $23,750 for females. The per capita income for the city was $15,162. About 16.4% of families and 19.8% of the population were below the poverty line, including 25.1% of those under age 18 and 11.2% of those age 65 or over."
19311 83rd Pl W,EDMONDS,4461.7,93125,415000,60,4,2,1920,WA,https://www.zillow.com/homedetails/19311-83rd-Pl-W-Edmonds-WA-98026/38529994_zpid/,"https://en.wikipedia.org/wiki/Edmonds,_WA","According to 2012 estimates by the U.S. Census Bureau, Edmonds has a median family income of $93,125 and a per capita income of $43,048, ranking 20th of 281 areas within the state of Washington.[62][71] Approximately 5.2 percent of families and 9 percent of the overall population were below the poverty line, including 14 percent of those under the age of 18 and 5 percent aged 65 or older.[62]"
14224 168th Ave NE,WOODINVILLE,1953.2,68114,9995000,28,5,6,16430,WA,https://www.zillow.com/homedetails/14224-168th-Ave-NE-Woodinville-WA-98072/48798733_zpid/,"https://en.wikipedia.org/wiki/Woodinville,_WA","The median income for a household in the city in 2000 was $68,114, and the median income for a family was $81,251. Males had a median income of $53,214 versus $35,404 for females. The per capita income for the city was $31,458. 4.4% of the population and 2.7% of families were below the poverty line. 4.7% of those under the age of 18 and 1.9% of those 65 and older were living below the poverty line."
8013 11th Ave NW,SEATTLE,8398,,499950,34,3,3,1560,WA,https://www.zillow.com/homedetails/8013-11th-Ave-NW-Seattle-WA-98117/49131500_zpid/,"https://en.wikipedia.org/wiki/Seattle,_WA","Another boom began as the city emerged from the Great Recession which commenced when Amazon.com moved its headquarters from North Beacon Hill to South Lake Union. This initiated a historic construction boom which resulted in the completion of almost 10,000 apartments in Seattle in 2017, which is more than any previous year and nearly twice as many as were built in 2016.[71][72] Beginning in 2010, and for the next five years, Seattle gained an average of 14,511 residents per year, with the growth strongly skewed toward the center of the city,[73] as unemployment dropped from roughly 9 percent to 3.6 percent.[74] The city has found itself ""bursting at the seams"", with over 45,000 households spending more than half their income on housing and at least 2,800 people homeless, and with the country's sixth-worst rush hour traffic.[74]"
5330 Butterworth Rd,MERCER ISLAND,3591.6,,18888000,23,5,11,14940,WA,https://www.zillow.com/homedetails/5330-Butterworth-Rd-Mercer-Island-WA-98040/49095545_zpid/,"https://en.wikipedia.org/wiki/Mercer_Island,_WA","The population was 25,261 in a 2017 census estimate. Mercer Island is the most populated island in a lake within the United States.[6][better source needed] The ZIP code 98040 is unique to Mercer Island.[7] Mercer Island has the fifth highest per-capita income in the state of Washington and is one of the 100 richest ZIP codes in the USA according to the IRS figures for Adjusted Gross Income.[8]"
18824 SE 164th St,RENTON,3932.8,,360000,57,4,2.75,2250,WA,https://www.zillow.com/homedetails/18824-SE-164th-St-Renton-WA-98058/48948130_zpid/,"https://en.wikipedia.org/wiki/Renton,_WA","In 2015, ESRI estimated that in Downtown Renton the total population was 3,019 and the average household income was $50,809.[16]"
20200 10th Pl SW,Normandy Park,2513.9,70367,9950000,19,4,9,12033,WA,https://www.zillow.com/homedetails/20200-10th-Pl-SW-Normandy-Park-WA-98166/48679796_zpid/,"https://en.wikipedia.org/wiki/Normandy_Park,_WA","The median income for a household in the city was $70,367, and the median income for a family was $78,102. Males had a median income of $54,500 versus $40,018 for females. The per capita income for the city was $33,845. About 2.0% of families and 4.0% of the population were below the poverty line, including 4.1% of those under age 18 and 6.1% of those age 65 or over."
2517 E Miller St,SEATTLE,8398,,825000,92,3,2,1613,WA,https://www.zillow.com/homedetails/2517-E-Miller-St-Seattle-WA-98112/49006305_zpid/,"https://en.wikipedia.org/wiki/Seattle,_WA","Another boom began as the city emerged from the Great Recession which commenced when Amazon.com moved its headquarters from North Beacon Hill to South Lake Union. This initiated a historic construction boom which resulted in the completion of almost 10,000 apartments in Seattle in 2017, which is more than any previous year and nearly twice as many as were built in 2016.[71][72] Beginning in 2010, and for the next five years, Seattle gained an average of 14,511 residents per year, with the growth strongly skewed toward the center of the city,[73] as unemployment dropped from roughly 9 percent to 3.6 percent.[74] The city has found itself ""bursting at the seams"", with over 45,000 households spending more than half their income on housing and at least 2,800 people homeless, and with the country's sixth-worst rush hour traffic.[74]"
9809 Oak Ln SW,LAKEWOOD,3387.5,36422,199000,29,3,3,1550,WA,https://www.zillow.com/homedetails/9809-Oak-Ln-SW-Lakewood-WA-98499/49235090_zpid/,"https://en.wikipedia.org/wiki/Lakewood,_WA","The median income for a household in the city was $36,422, and the median income for a family was $42,551. Males had a median income of $31,434 versus $26,653 for females. The per capita income for the city was $20,569. About 12.5% of families and 15.8% of the population were below the poverty line, including 23.5% of those under age 18 and 5.6% of those age 65 or over."
2617 W Broadway Ave,SPOKANE,3526,42274,139900,117,3,2,1647,WA,https://www.zillow.com/homedetails/2617-W-Broadway-Ave-Spokane-WA-99201/23482809_zpid/,"https://en.wikipedia.org/wiki/Spokane,_WA","According to the American Community Survey, the median income for a household in Spokane in 2012 was $42,274, and the median income for a family was $50,268. Males had a median income of $42,693 and females had a median income of $34,795. The per capita income for the city was $24,034. About 13.3% of families and 18.7% of the population were below the poverty line, including 23.8% of those under the age of 18 and 10.8% of those aged 65 and older.[3]"
1115 E 27th St,VANCOUVER,3482.4,41618,229990,78,2,2,1079,WA,https://www.zillow.com/homedetails/1115-E-27th-St-Vancouver-WA-98663/23233773_zpid/,"https://en.wikipedia.org/wiki/Vancouver,_WA","The median income for a household in the city was $41,618, and the median income for a family was $47,696. Males had a median income of $37,306 versus $26,940 for females. The per capita income for the city was $20,192. 9.4% of families and 12.2% of the population were below the poverty line, including 16.1% of those under the age of 18 and 8.2% of those 65 and older."
4601 SW 320th St UNIT D-12,Federal Way,4011.9,58855,155000,42,3,2,1017,WA,https://www.zillow.com/homedetails/4601-SW-320th-St-UNIT-D-12-Federal-Way-WA-98023/48948811_zpid/,"https://en.wikipedia.org/wiki/Federal_Way,_WA","As of 2016, the population estimate for Federal Way, WA was 96,757 people, 36,408 housing units.[42] The median household income was $58,855. 25.2% persons age 25 years and over had a bachelor's degree or higher."
2403 Evergreen Point Rd,MEDINA,2061.8,,21500000,16,4,6,8250,WA,https://www.zillow.com/homedetails/2403-Evergreen-Point-Rd-Medina-WA-98039/49118805_zpid/,"https://en.wikipedia.org/wiki/Medina,_WA",
4714 N Whitehouse St,SPOKANE,3526,42274,159000,108,4,2,1826,WA,https://www.zillow.com/homedetails/4714-N-Whitehouse-St-Spokane-WA-99205/23552051_zpid/,"https://en.wikipedia.org/wiki/Spokane,_WA","According to the American Community Survey, the median income for a household in Spokane in 2012 was $42,274, and the median income for a family was $50,268. Males had a median income of $42,693 and females had a median income of $34,795. The per capita income for the city was $24,034. About 13.3% of families and 18.7% of the population were below the poverty line, including 23.8% of those under the age of 18 and 10.8% of those aged 65 and older.[3]"
13414 SE 255th St,KENT,1246.3,50053,350000,52,6,2,2530,WA,https://www.zillow.com/homedetails/13414-SE-255th-St-Kent-WA-98042/48787321_zpid/,"https://en.wikipedia.org/wiki/Kent,_WA","The median income for a household in the city was $50,053, and the median income for a family was $61,016. Males had a median income of $43,136 versus $36,995 for females. The per capita income for the city was $21,390. About 8.7% of families and 11.6% of the population were below the poverty line, including 16.7% of those under the age of 18 and 9.3% of those 65 and older."
4294 Birch Bay Lynden Rd,Blaine,321.2,36900,300000,43,3,2,1344,WA,https://www.zillow.com/homedetails/4294-Birch-Bay-Lynden-Rd-Blaine-WA-98230/23649848_zpid/,"https://en.wikipedia.org/wiki/Blaine,_WA","The median income for a household in the city was $36,900, and the median income for a family was $45,056. Males had a median income of $36,381 versus $23,561 for females. The per capita income for the city was $20,333. About 10.2% of families and 15.5% of the population were below the poverty line, including 16.6% of those under age 18 and 8.3% of those age 65 or over."
1080 W Ewing Pl UNIT A6,Seattle,8398,,335000,34,2,1,510,WA,https://www.zillow.com/homedetails/1080-W-Ewing-Pl-UNIT-A6-Seattle-WA-98119/2087480453_zpid/,"https://en.wikipedia.org/wiki/Seattle,_WA","Another boom began as the city emerged from the Great Recession which commenced when Amazon.com moved its headquarters from North Beacon Hill to South Lake Union. This initiated a historic construction boom which resulted in the completion of almost 10,000 apartments in Seattle in 2017, which is more than any previous year and nearly twice as many as were built in 2016.[71][72] Beginning in 2010, and for the next five years, Seattle gained an average of 14,511 residents per year, with the growth strongly skewed toward the center of the city,[73] as unemployment dropped from roughly 9 percent to 3.6 percent.[74] The city has found itself ""bursting at the seams"", with over 45,000 households spending more than half their income on housing and at least 2,800 people homeless, and with the country's sixth-worst rush hour traffic.[74]"
613 E Lacrosse Ave,SPOKANE,3526,42274,264900,112,4,3,2281,WA,https://www.zillow.com/homedetails/613-E-Lacrosse-Ave-Spokane-WA-99207/23508365_zpid/,"https://en.wikipedia.org/wiki/Spokane,_WA","According to the American Community Survey, the median income for a household in Spokane in 2012 was $42,274, and the median income for a family was $50,268. Males had a median income of $42,693 and females had a median income of $34,795. The per capita income for the city was $24,034. About 13.3% of families and 18.7% of the population were below the poverty line, including 23.8% of those under the age of 18 and 10.8% of those aged 65 and older.[3]"
38025 Allen Rd S,Roy,1618.4,32727,269900,13,3,3.5,3357,WA,https://www.zillow.com/homedetails/38025-Allen-Rd-S-Roy-WA-98580/72094744_zpid/,"https://en.wikipedia.org/wiki/Roy,_WA","The median income for a household in the city was $32,727, and the median income for a family was $34,643. Males had a median income of $31,964 versus $21,477 for females. The per capita income for the city was $14,527. About 6.8% of families and 10.8% of the population were below the poverty line, including 12.1% of those under the age of eighteen and none of those sixty five or over."
1718 Madrona Dr,SEATTLE,8398,,650000,109,4,2,1460,WA,https://www.zillow.com/homedetails/1718-Madrona-Dr-Seattle-WA-98122/48989653_zpid/,"https://en.wikipedia.org/wiki/Seattle,_WA","Another boom began as the city emerged from the Great Recession which commenced when Amazon.com moved its headquarters from North Beacon Hill to South Lake Union. This initiated a historic construction boom which resulted in the completion of almost 10,000 apartments in Seattle in 2017, which is more than any previous year and nearly twice as many as were built in 2016.[71][72] Beginning in 2010, and for the next five years, Seattle gained an average of 14,511 residents per year, with the growth strongly skewed toward the center of the city,[73] as unemployment dropped from roughly 9 percent to 3.6 percent.[74] The city has found itself ""bursting at the seams"", with over 45,000 households spending more than half their income on housing and at least 2,800 people homeless, and with the country's sixth-worst rush hour traffic.[74]"
3035 Perkins Ln W,SEATTLE,8398,,6850000,24,5,5,7610,WA,https://www.zillow.com/homedetails/3035-Perkins-Ln-W-Seattle-WA-98199/48726323_zpid/,"https://en.wikipedia.org/wiki/Seattle,_WA","Another boom began as the city emerged from the Great Recession which commenced when Amazon.com moved its headquarters from North Beacon Hill to South Lake Union. This initiated a historic construction boom which resulted in the completion of almost 10,000 apartments in Seattle in 2017, which is more than any previous year and nearly twice as many as were built in 2016.[71][72] Beginning in 2010, and for the next five years, Seattle gained an average of 14,511 residents per year, with the growth strongly skewed toward the center of the city,[73] as unemployment dropped from roughly 9 percent to 3.6 percent.[74] The city has found itself ""bursting at the seams"", with over 45,000 households spending more than half their income on housing and at least 2,800 people homeless, and with the country's sixth-worst rush hour traffic.[74]"
905 N Proctor St,TACOMA,3990.3,37879,325000,104,2,1,1014,WA,https://www.zillow.com/homedetails/905-N-Proctor-St-Tacoma-WA-98406/49320484_zpid/,"https://en.wikipedia.org/wiki/Tacoma,_WA","As of  2000,[update] the median income for a household in the city was $37,879, and the median income for a family was $45,567. Males had a median income of $35,820, versus $27,697 for females. The per capita income for the city was $19,130. About 11.4% of families and 15.9% of the population were below the poverty line, including 20.6% of those under the age of 18 and 10.9% of those 65 and older."
5817 119th Ave E,PUYALLUP,2657.7,47269,299950,79,4,2,1584,WA,https://www.zillow.com/homedetails/5817-119th-Ave-E-Puyallup-WA-98372/49191365_zpid/,"https://en.wikipedia.org/wiki/Puyallup,_WA","The median income for a household in the city was $47,269, and the median income for a family was $57,322. Males had a median income of $43,562 versus $27,281 for females. The per capita income for the city was $22,401. About 4.7% of families and 6.7% of the population were below the poverty line, including 7.2% of those under age 18 and 6.5% of those age 65 or over."
15400 SE 155th Pl UNIT 96,RENTON,3932.8,,127300,23,3,2,1596,WA,https://www.zillow.com/homedetails/15400-SE-155th-Pl-UNIT-96-Renton-WA-98058/48793287_zpid/,"https://en.wikipedia.org/wiki/Renton,_WA","In 2015, ESRI estimated that in Downtown Renton the total population was 3,019 and the average household income was $50,809.[16]"
111 Raft Island Dr NW,GIG HARBOR,1197.6,43456,724000,58,3,2,2761,WA,https://www.zillow.com/homedetails/111-Raft-Island-Dr-NW-Gig-Harbor-WA-98335/49254901_zpid/,"https://en.wikipedia.org/wiki/Gig_Harbor,_WA","The median income for a household in the city was $43,456, and for a family was $57,587. Males had a median income of $46,250 versus $28,487 for females. The per capita income for the city was $28,318. About 3.5% of families and 5.9% of the population were below the poverty line, including 7.8% of those under the age of 18 and 4.1% of those ages 65 or older."
1222 N Locust Rd,SPOKANE VALLEY,2376.4,,189000,73,4,2,1480,WA,https://www.zillow.com/homedetails/1222-N-Locust-Rd-Spokane-Valley-WA-99206/23573363_zpid/,"https://en.wikipedia.org/wiki/Spokane_Valley,_WA",
6105 NE 98th Ave,VANCOUVER,3482.4,41618,344900,48,3,2,1872,WA,https://www.zillow.com/homedetails/6105-NE-98th-Ave-Vancouver-WA-98662/23265458_zpid/,"https://en.wikipedia.org/wiki/Vancouver,_WA","The median income for a household in the city was $41,618, and the median income for a family was $47,696. Males had a median income of $37,306 versus $26,940 for females. The per capita income for the city was $20,192. 9.4% of families and 12.2% of the population were below the poverty line, including 16.1% of those under the age of 18 and 8.2% of those 65 and older."
1975 Harmony Rd,BELLINGHAM,1153.2,382763,329900,33,3,2,1296,WA,https://www.zillow.com/homedetails/1975-Harmony-Rd-Bellingham-WA-98226/118256526_zpid/,"https://en.wikipedia.org/wiki/Bellingham,_WA","In the first quarter of 2017, Bellingham's median home sale was $382,763, compared to the Whatcom County median of $322,779.[26] Strong job and income growth, along with low inventory of homes for sale, have contributed to a median monthly rental payment in February 2017 of $1,526.[27]"
5525 S Frontenac St,SEATTLE,8398,,7850000,92,6,7,7498,WA,https://www.zillow.com/homedetails/5525-S-Frontenac-St-Seattle-WA-98118/48705212_zpid/,"https://en.wikipedia.org/wiki/Seattle,_WA","Another boom began as the city emerged from the Great Recession which commenced when Amazon.com moved its headquarters from North Beacon Hill to South Lake Union. This initiated a historic construction boom which resulted in the completion of almost 10,000 apartments in Seattle in 2017, which is more than any previous year and nearly twice as many as were built in 2016.[71][72] Beginning in 2010, and for the next five years, Seattle gained an average of 14,511 residents per year, with the growth strongly skewed toward the center of the city,[73] as unemployment dropped from roughly 9 percent to 3.6 percent.[74] The city has found itself ""bursting at the seams"", with over 45,000 households spending more than half their income on housing and at least 2,800 people homeless, and with the country's sixth-worst rush hour traffic.[74]"
726 99th Ave SE,LAKE STEVENS,3160.9,65231,297900,95,3,2,2129,WA,https://www.zillow.com/homedetails/726-99th-Ave-SE-Lake-Stevens-WA-98258/38594452_zpid/,"https://en.wikipedia.org/wiki/Lake_Stevens,_WA","The median income for a household in the city was $65,231, and the median income for a family was $68,250. Males had a median income of $51,536 versus $30,239 for females. The per capita income for the city was $22,943. About 3.8% of families and 4.4% of the population were below the poverty line, including 3.9% of those under age 18 and 9.0% of those age 65 or over."
XX 2nd Ave,Seattle,8398,,13800000,37,3,4,5732,WA,https://www.zillow.com/homedetails/XX-2nd-Ave-Seattle-WA-98121/2090430187_zpid/,"https://en.wikipedia.org/wiki/Seattle,_WA","Another boom began as the city emerged from the Great Recession which commenced when Amazon.com moved its headquarters from North Beacon Hill to South Lake Union. This initiated a historic construction boom which resulted in the completion of almost 10,000 apartments in Seattle in 2017, which is more than any previous year and nearly twice as many as were built in 2016.[71][72] Beginning in 2010, and for the next five years, Seattle gained an average of 14,511 residents per year, with the growth strongly skewed toward the center of the city,[73] as unemployment dropped from roughly 9 percent to 3.6 percent.[74] The city has found itself ""bursting at the seams"", with over 45,000 households spending more than half their income on housing and at least 2,800 people homeless, and with the country's sixth-worst rush hour traffic.[74]"
